# [2025-04-12 09:24:19,894] INFO: Loading Hamiltonian from saved file
# [2025-04-12 09:24:22,453] INFO: Setting up the training loop
# [2025-04-12 09:24:23,804] INFO: Initializing parameters and states
# [2025-04-12 09:24:33,433] INFO: Burning in the sampler for 100 steps
# [2025-04-12 09:24:48,564] INFO: Start training
# HF energy from loaded: -212.15836732150942
# step	loss	e_tot	exp_es	exp_s	std_es	std_s	lr	time
409	-213.0876	-213.0876	-150.4137	0.7059	150.8713	0.7083	2.8e-04	14.7182
410	-213.0900	-213.0900	-148.8138	0.6984	152.4204	0.7155	2.8e-04	14.7174
411	-213.0459	-213.0459	-148.6726	0.6978	152.5636	0.7162	2.8e-04	14.7276
412	-213.1133	-213.1133	-149.7332	0.7026	151.5830	0.7116	2.8e-04	14.7141
413	-213.0233	-213.0233	-148.7921	0.6985	152.4347	0.7156	2.8e-04	14.7120
414	-213.0889	-213.0890	-147.6318	0.6928	153.5492	0.7209	2.8e-04	14.7081
415	-213.0268	-213.0270	-146.3716	0.6871	154.7647	0.7266	2.8e-04	14.7075
416	-213.0728	-213.0729	-147.4418	0.6920	153.7920	0.7218	2.8e-04	14.7185
417	-213.0775	-213.0776	-147.1040	0.6904	154.1168	0.7234	2.8e-04	14.7156
418	-213.0411	-213.0413	-146.6117	0.6882	154.4634	0.7253	2.8e-04	14.7050
419	-213.1525	-213.1528	-145.5480	0.6828	155.6277	0.7306	2.8e-04	14.7058
420	-213.0681	-213.0682	-146.8903	0.6894	154.2380	0.7241	2.8e-04	14.7071
421	-213.0753	-213.0753	-147.9523	0.6944	153.2742	0.7195	2.8e-04	14.7062
422	-213.1017	-213.1018	-146.5453	0.6877	154.6504	0.7259	2.8e-04	14.7099
423	-213.0729	-213.0731	-146.6145	0.6881	154.5745	0.7256	2.8e-04	14.7048
424	-213.0687	-213.0687	-148.9849	0.6992	152.2715	0.7148	2.8e-04	14.6997
425	-213.0778	-213.0780	-146.6792	0.6884	154.4803	0.7253	2.8e-04	14.7007
426	-213.0468	-213.0471	-145.4083	0.6825	155.6417	0.7307	2.8e-04	14.6959
427	-213.0350	-213.0353	-145.2093	0.6816	155.8413	0.7317	2.8e-04	14.6960
428	-213.0454	-213.0454	-148.0142	0.6948	153.1539	0.7191	2.8e-04	14.6956
429	-213.0151	-213.0152	-146.7308	0.6888	154.3615	0.7249	2.8e-04	14.7044
430	-213.0989	-213.0989	-148.2421	0.6956	153.0374	0.7184	2.8e-04	14.6965
431	-213.0864	-213.0866	-146.1433	0.6858	155.0370	0.7277	2.8e-04	14.6912
432	-213.0862	-213.0864	-145.7232	0.6839	155.4175	0.7295	2.8e-04	14.6893
433	-213.1127	-213.1130	-145.8450	0.6844	155.3260	0.7289	2.8e-04	14.6919
434	-213.0489	-213.0489	-147.4660	0.6922	153.7047	0.7216	2.8e-04	14.7010
435	-213.0536	-213.0536	-148.6162	0.6976	152.5943	0.7165	2.8e-04	14.7109
436	-213.0664	-213.0664	-148.7250	0.6980	152.5396	0.7161	2.8e-04	14.7038
437	-213.0983	-213.0986	-145.7147	0.6838	155.4219	0.7296	2.8e-04	14.7100
438	-213.0773	-213.0773	-148.3853	0.6964	152.8922	0.7176	2.8e-04	14.7118
439	-213.1272	-213.1272	-148.7591	0.6980	152.5509	0.7161	2.8e-04	14.7205
440	-213.0212	-213.0212	-148.8796	0.6989	152.3470	0.7152	2.8e-04	14.7271
441	-213.0261	-213.0261	-148.9123	0.6990	152.2013	0.7147	2.8e-04	14.7416
442	-213.0900	-213.0900	-148.3462	0.6962	152.9485	0.7178	2.8e-04	14.7381
443	-213.0472	-213.0472	-150.5040	0.7064	150.7245	0.7076	2.8e-04	14.7530
444	-213.0511	-213.0511	-149.7667	0.7030	151.4756	0.7111	2.8e-04	14.7456
445	-213.1012	-213.1012	-149.3604	0.7009	151.9590	0.7133	2.8e-04	14.7570
446	-213.0849	-213.0849	-150.0911	0.7044	151.1460	0.7096	2.8e-04	14.7638
447	-213.0519	-213.0519	-149.6566	0.7024	151.5800	0.7117	2.8e-04	14.7773
448	-213.0840	-213.0840	-149.3829	0.7011	151.8906	0.7131	2.8e-04	14.7721
449	-213.0187	-213.0187	-150.4596	0.7063	150.7668	0.7079	2.8e-04	14.7739
450	-213.1330	-213.1330	-151.7677	0.7121	149.5665	0.7019	2.8e-04	14.7750
451	-213.0665	-213.0665	-149.2294	0.7004	152.0449	0.7138	2.8e-04	14.7751
452	-213.0843	-213.0843	-150.5128	0.7064	150.7876	0.7077	2.8e-04	14.7850
453	-213.0541	-213.0541	-149.0499	0.6996	152.2161	0.7145	2.8e-04	14.7910
